"module name","license","repository"
"json5@2.1.3","MIT","https://github.com/json5/json5"
"jsonfile@4.0.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jsonparse@1.3.1","MIT","https://github.com/creationix/jsonparse"
"jsprim@1.4.1","MIT","https://github.com/joyent/node-jsprim"
"jszip@3.2.2","(MIT OR GPL-3.0)","https://github.com/Stuk/jszip"
"jwa@2.0.0","MIT","https://github.com/brianloveswords/node-jwa"
"jws@4.0.0","MIT","https://github.com/brianloveswords/node-jws"
"kareem@2.3.1","Apache-2.0","https://github.com/vkarpov15/kareem"
"keyboard-key@1.1.0","MIT","https://github.com/levithomason/keyboard-key"
"keyv@4.0.3","MIT","https://github.com/lukechilds/keyv"
"kind-of@3.2.2","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@4.0.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@5.1.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@6.0.3","MIT","https://github.com/jonschlinkert/kind-of"
"kuler@1.0.1","MIT","https://github.com/3rd-Eden/kuler"
"lie@3.3.0","MIT","https://github.com/calvinmetcalf/lie"
"line-height@0.1.1","MIT","https://github.com/twolfson/line-height"
"line-height@0.3.1","MIT","https://github.com/twolfson/line-height"
"lines-and-columns@1.1.6","MIT","https://github.com/eventualbuddha/lines-and-columns"
"load-json-file@1.1.0","MIT","https://github.com/sindresorhus/load-json-file"
"load-json-file@4.0.0","MIT","https://github.com/sindresorhus/load-json-file"
"loader-runner@2.4.0","MIT","https://github.com/webpack/loader-runner"
"loader-utils@0.2.17","MIT","https://github.com/webpack/loader-utils"
"loader-utils@1.2.3","MIT","https://github.com/webpack/loader-utils"
"locate-path@2.0.0","MIT","https://github.com/sindresorhus/locate-path"
"locate-path@3.0.0","MIT","https://github.com/sindresorhus/locate-path"
"locate-path@5.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash-es@4.17.15","MIT","https://github.com/lodash/lodash"
"lodash._basecallback@3.3.1","MIT","https://github.com/lodash/lodash"
"lodash._baseeach@3.0.4","MIT","https://github.com/lodash/lodash"
"lodash._basefind@3.0.0","MIT","https://github.com/lodash/lodash"
"lodash._basefindindex@3.6.0","MIT","https://github.com/lodash/lodash"
"lodash._baseisequal@3.0.7","MIT","https://github.com/lodash/lodash"
"lodash._baseismatch@3.1.3","MIT","https://github.com/lodash/lodash"
"lodash._basematches@3.2.0","MIT","https://github.com/lodash/lodash"
"lodash._bindcallback@3.0.1","MIT","https://github.com/lodash/lodash"
"lodash._getnative@3.9.1","MIT","https://github.com/lodash/lodash"
"lodash._reinterpolate@3.0.0","MIT","https://github.com/lodash/lodash"
"lodash.camelcase@4.3.0","MIT","https://github.com/lodash/lodash"
"lodash.curry@4.1.1","MIT","https://github.com/lodash/lodash"
"lodash.debounce@4.0.8","MIT","https://github.com/lodash/lodash"
"lodash.every@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.find@3.2.1","MIT","https://github.com/lodash/lodash"
"lodash.find@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.findwhere@3.1.0","MIT","https://github.com/lodash/lodash"
"lodash.flow@3.5.0","MIT","https://github.com/lodash/lodash"
"lodash.foreach@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.get@4.4.2","MIT","https://github.com/lodash/lodash"
"lodash.includes@4.3.0","MIT","https://github.com/lodash/lodash"
"lodash.isarguments@3.1.0","MIT","https://github.com/lodash/lodash"
"lodash.isarray@3.0.4","MIT","https://github.com/lodash/lodash"
"lodash.isempty@4.4.0","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.ismatch@4.4.0","MIT","https://github.com/lodash/lodash"
"lodash.isobject@3.0.2","MIT","https://github.com/lodash/lodash"
"lodash.istypedarray@3.0.6","MIT","https://github.com/lodash/lodash"
"lodash.keys@3.1.2","MIT","https://github.com/lodash/lodash"
"lodash.mapvalues@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.omit@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.pairs@3.0.1","MIT","https://github.com/lodash/lodash"
"lodash.pick@4.4.0","MIT","https://github.com/lodash/lodash"
"lodash.sortby@4.7.0","MIT","https://github.com/lodash/lodash"
"lodash.template@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.templatesettings@4.2.0","MIT","https://github.com/lodash/lodash"
"lodash.union@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.uniq@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.without@4.4.0","MIT","https://github.com/lodash/lodash"
"lodash@4.17.19","MIT","https://github.com/lodash/lodash"
"log-driver@1.2.7","ISC","https://github.com/cainus/logdriver"
"logform@2.1.2","MIT","https://github.com/winstonjs/logform"
"loglevel@1.7.0","MIT","https://github.com/pimterry/loglevel"
"long@4.0.0","Apache-2.0","https://github.com/dcodeIO/long.js"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"loud-rejection@1.6.0","MIT","https://github.com/sindresorhus/loud-rejection"
"lower-case@1.1.4","MIT","https://github.com/blakeembrey/lower-case"
"lower-case@2.0.1","MIT","https://github.com/blakeembrey/change-case"
"lowercase-keys@2.0.0","MIT","https://github.com/sindresorhus/lowercase-keys"
"lowlight@1.9.2","MIT","https://github.com/wooorm/lowlight"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@6.0.0","ISC","https://github.com/isaacs/node-lru-cache"
"make-dir@2.1.0","MIT","https://github.com/sindresorhus/make-dir"
"map-cache@0.2.2","MIT","https://github.com/jonschlinkert/map-cache"
"map-obj@1.0.1","MIT","https://github.com/sindresorhus/map-obj"
"map-obj@2.0.0","MIT","https://github.com/sindresorhus/map-obj"
"map-obj@4.1.0","MIT","https://github.com/sindresorhus/map-obj"
"map-or-similar@1.5.0","MIT","https://github.com/thinkloop/map-or-similar"
"map-visit@1.0.0","MIT","https://github.com/jonschlinkert/map-visit"
"markdown-escapes@1.0.4","MIT","https://github.com/wooorm/markdown-escapes"
"match-sorter@4.0.2","MIT","https://github.com/kentcdodds/match-sorter"
"material-colors@1.2.6","ISC","https://github.com/shuhei/material-colors"
"md5.js@1.3.5","MIT","https://github.com/crypto-browserify/md5.js"
"md5@2.3.0","BSD-3-Clause","https://github.com/pvorb/node-md5"
"mdast-add-list-metadata@1.0.1","MIT","git+https://gitlab.com/staltz/mdast-add-list-metadata"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer"
"memoize-one@5.1.1","MIT","https://github.com/alexreardon/memoize-one"
"memoizerific@1.11.3","MIT","https://github.com/thinkloop/memoizerific"
"memory-fs@0.4.1","MIT","https://github.com/webpack/memory-fs"
"memory-fs@0.5.0","MIT","https://github.com/webpack/memory-fs"
"memory-pager@1.5.0","MIT","https://github.com/mafintosh/memory-pager"
"meow@3.7.0","MIT","https://github.com/sindresorhus/meow"
"meow@4.0.1","MIT","https://github.com/sindresorhus/meow"
"meow@7.1.0","MIT","https://github.com/sindresorhus/meow"
"merge-descriptors@1.0.1","MIT","https://github.com/component/merge-descriptors"
"message-box@0.2.2","MIT","https://github.com/aldeed/node-message-box"
"meteor-node-stubs@1.0.1","MIT","https://github.com/meteor/node-stubs"
"methods@1.1.2","MIT","https://github.com/jshttp/methods"
"micromatch@3.1.10","MIT","https://github.com/micromatch/micromatch"
"miller-rabin@4.0.1","MIT","https://github.com/indutny/miller-rabin"
"mime-db@1.40.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.24","MIT","https://github.com/jshttp/mime-types"
"mime@1.6.0","MIT","https://github.com/broofa/node-mime"
"mimic-response@1.0.1","MIT","https://github.com/sindresorhus/mimic-response"
"mimic-response@2.1.0","MIT","https://github.com/sindresorhus/mimic-response"
"min-indent@1.0.1","MIT","https://github.com/thejameskyle/min-indent"
"minimalistic-assert@1.0.1","ISC","https://github.com/calvinmetcalf/minimalistic-assert"
"minimalistic-crypto-utils@1.0.1","MIT","https://github.com/indutny/minimalistic-crypto-utils"
"minimatch@3.0.4","ISC","https://github.com/isaacs/minimatch"
"minimist-options@3.0.2","MIT","https://github.com/vadimdemedes/minimist-options"
"minimist-options@4.1.0","MIT","https://github.com/vadimdemedes/minimist-options"
"minimist@1.2.5","MIT","https://github.com/substack/minimist"
"minipass@2.3.5","ISC","https://github.com/isaacs/minipass"
"minipass@2.9.0","ISC","https://github.com/isaacs/minipass"
"minizlib@1.2.1","MIT","https://github.com/isaacs/minizlib"
"minizlib@1.3.3","MIT","https://github.com/isaacs/minizlib"
"mississippi@3.0.0","BSD-2-Clause","https://github.com/maxogden/mississippi"
"mixin-deep@1.3.2","MIT","https://github.com/jonschlinkert/mixin-deep"
"mkdirp@0.5.5","MIT","https://github.com/substack/node-mkdirp"
"modify-values@1.0.1","MIT","https://github.com/sindresorhus/modify-values"
"moment-timezone@0.5.27","MIT","https://github.com/moment/moment-timezone"
"moment@2.24.0","MIT","https://github.com/moment/moment"
"mongo-object@0.1.3","MIT","https://github.com/aldeed/node-mongo-object"
"mongodb@3.5.4","Apache-2.0","https://github.com/mongodb/node-mongodb-native"
"mongoose-legacy-pluralize@1.0.2","Apache-2.0","https://github.com/vkarpov15/mongoose-legacy-pluralize"
"mongoose@5.9.3","MIT","https://github.com/Automattic/mongoose"
"move-concurrently@1.0.1","ISC","https://github.com/npm/move-concurrently"
"mpath@0.6.0","MIT","https://github.com/aheckmann/mpath"
"mquery@3.2.2","MIT","https://github.com/aheckmann/mquery"
"ms@2.0.0","MIT","https://github.com/zeit/ms"
"ms@2.1.1","MIT","https://github.com/zeit/ms"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nan@2.14.0","MIT","https://github.com/nodejs/nan"
"nanoid@2.1.6","MIT","https://github.com/ai/nanoid"
"nanomatch@1.2.13","MIT","https://github.com/micromatch/nanomatch"
"needle@2.3.0","MIT","https://github.com/tomas/needle"
"needle@2.5.2","MIT","https://github.com/tomas/needle"
"negotiator@0.6.2","MIT","https://github.com/jshttp/negotiator"
"neo-async@2.6.1","MIT","https://github.com/suguru03/neo-async"
"no-case@2.3.2","MIT","https://github.com/blakeembrey/no-case"
"no-case@3.0.3","MIT","https://github.com/blakeembrey/change-case"
"node-addon-api@1.7.1","MIT","https://github.com/nodejs/node-addon-api"
"node-fetch@1.7.3","MIT","https://github.com/bitinn/node-fetch"
"node-fetch@2.6.1","MIT","https://github.com/bitinn/node-fetch"
"node-forge@0.10.0","(BSD-3-Clause OR GPL-2.0)","https://github.com/digitalbazaar/forge"
"node-gyp@4.0.0","MIT","https://github.com/nodejs/node-gyp"
"node-libs-browser@2.2.1","MIT","https://github.com/webpack/node-libs-browser"
"node-pre-gyp@0.12.0","BSD-3-Clause","https://github.com/mapbox/node-pre-gyp"
"node-pre-gyp@0.13.0","BSD-3-Clause","https://github.com/mapbox/node-pre-gyp"
"nodegit@0.27.0","MIT","https://github.com/nodegit/nodegit"
"nopt@3.0.6","ISC","https://github.com/npm/nopt"
"nopt@4.0.1","ISC","https://github.com/npm/nopt"
"nopt@4.0.3","ISC","https://github.com/npm/nopt"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"normalize-path@2.1.1","MIT","https://github.com/jonschlinkert/normalize-path"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"normalize-url@4.5.0","MIT","https://github.com/sindresorhus/normalize-url"
"npm-bundled@1.0.6","ISC","https://github.com/npm/npm-bundled"
"npm-bundled@1.1.1","ISC","https://github.com/npm/npm-bundled"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin"
"npm-packlist@1.4.1","ISC","https://github.com/npm/npm-packlist"
"npm-packlist@1.4.8","ISC","https://github.com/npm/npm-packlist"
"npmlog@4.1.2","ISC","https://github.com/npm/npmlog"
"nth-check@1.0.2","BSD-2-Clause","https://github.com/fb55/nth-check"
"null-check@1.0.0","MIT","https://github.com/sindresorhus/null-check"
"number-is-nan@1.0.1","MIT","https://github.com/sindresorhus/number-is-nan"
"oauth-sign@0.9.0","Apache-2.0","https://github.com/mikeal/oauth-sign"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-copy@0.1.0","MIT","https://github.com/jonschlinkert/object-copy"
"object-hash@1.3.1","MIT","https://github.com/puleos/object-hash"
"object-inspect@1.6.0","MIT","https://github.com/substack/object-inspect"
"object-is@1.0.1","MIT","https://github.com/ljharb/object-is"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"object-path@0.11.5","MIT","https://github.com/mariocasciaro/object-path"
"object-visit@1.0.1","MIT","https://github.com/jonschlinkert/object-visit"
"object.assign@4.1.0","MIT","https://github.com/ljharb/object.assign"
"object.entries@1.1.0","MIT","https://github.com/es-shims/Object.entries"
"object.getownpropertydescriptors@2.0.3","MIT","https://github.com/ljharb/object.getownpropertydescriptors"
"object.pick@1.3.0","MIT","https://github.com/jonschlinkert/object.pick"
"object.values@1.1.0","MIT","https://github.com/es-shims/Object.values"
"on-finished@2.3.0","MIT","https://github.com/jshttp/on-finished"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"one-time@0.0.4","MIT","https://github.com/unshiftio/one-time"
"optimism@0.10.3","MIT","https://github.com/benjamn/optimism"
"optimism@0.13.0","MIT","https://github.com/benjamn/optimism"
"original@1.0.2","MIT","https://github.com/unshiftio/original"
"os-browserify@0.3.0","MIT","https://github.com/CoderPuppy/os-browserify"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"osenv@0.1.5","ISC","https://github.com/npm/osenv"
"p-cancelable@2.0.0","MIT","https://github.com/sindresorhus/p-cancelable"
"p-event@4.2.0","MIT","https://github.com/sindresorhus/p-event"
"p-finally@1.0.0","MIT","https://github.com/sindresorhus/p-finally"
"p-limit@1.3.0","MIT","https://github.com/sindresorhus/p-limit"
"p-limit@2.2.1","MIT","https://github.com/sindresorhus/p-limit"
"p-limit@2.3.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@2.0.0","MIT","https://github.com/sindresorhus/p-locate"
"p-locate@3.0.0","MIT","https://github.com/sindresorhus/p-locate"
"p-locate@4.1.0","MIT","https://github.com/sindresorhus/p-locate"
"p-timeout@3.2.0","MIT","https://github.com/sindresorhus/p-timeout"
"p-try@1.0.0","MIT","https://github.com/sindresorhus/p-try"
"p-try@2.2.0","MIT","https://github.com/sindresorhus/p-try"
"pako@1.0.10","(MIT AND Zlib)","https://github.com/nodeca/pako"
"parallel-transform@1.2.0","MIT","https://github.com/mafintosh/parallel-transform"
"param-case@2.1.1","MIT","https://github.com/blakeembrey/param-case"
"parse-asn1@5.1.4","ISC","https://github.com/crypto-browserify/parse-asn1"
"parse-asn1@5.1.5","ISC","https://github.com/crypto-browserify/parse-asn1"
"parse-entities@1.2.2","MIT","https://github.com/wooorm/parse-entities"
"parse-github-repo-url@1.4.1","MIT","https://github.com/repo-utils/parse-github-repo-url"
"parse-json@2.2.0","MIT","https://github.com/sindresorhus/parse-json"
"parse-json@4.0.0","MIT","https://github.com/sindresorhus/parse-json"
"parse-json@5.0.1","MIT","https://github.com/sindresorhus/parse-json"
"parseqs@0.0.6","MIT","https://github.com/get/querystring"
"parseuri@0.0.6","MIT","https://github.com/get/parseuri"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"pascal-case@3.1.1","MIT","https://github.com/blakeembrey/change-case"
"pascalcase@0.1.1","MIT","https://github.com/jonschlinkert/pascalcase"
"path-browserify@0.0.1","MIT","https://github.com/substack/path-browserify"
"path-browserify@1.0.0","MIT","https://github.com/browserify/path-browserify"
"path-dirname@1.0.2","MIT","https://github.com/es128/path-dirname"
"path-exists@2.1.0","MIT","https://github.com/sindresorhus/path-exists"
"path-exists@3.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-parse@1.0.6","MIT","https://github.com/jbgutierrez/path-parse"
"path-to-regexp@0.1.7","MIT","https://github.com/component/path-to-regexp"
"path-type@1.1.0","MIT","https://github.com/sindresorhus/path-type"
"path-type@3.0.0","MIT","https://github.com/sindresorhus/path-type"
"pbkdf2@3.0.17","MIT","https://github.com/crypto-browserify/pbkdf2"
"perf_hooks@0.0.1","MIT","https://github.com/mcollina/perf_hooks"
"performance-now@0.2.0","MIT","https://github.com/meryn/performance-now"
"performance-now@2.1.0","MIT","https://github.com/braveg1rl/performance-now"
"picomatch@2.2.2","MIT","https://github.com/micromatch/picomatch"
"pify@2.3.0","MIT","https://github.com/sindresorhus/pify"
"pify@3.0.0","MIT","https://github.com/sindresorhus/pify"
"pify@4.0.1","MIT","https://github.com/sindresorhus/pify"
"pinkie-promise@2.0.1","MIT","https://github.com/floatdrop/pinkie-promise"
"pinkie@2.0.4","MIT","https://github.com/floatdrop/pinkie"
"pkg-dir@3.0.0","MIT","https://github.com/sindresorhus/pkg-dir"
"popper.js@1.16.0","MIT","https://github.com/FezVrasta/popper.js"
"posix-character-classes@0.1.1","MIT","https://github.com/jonschlinkert/posix-character-classes"
"pretty-error@2.1.1","MIT","https://github.com/AriaMinaei/pretty-error"
"printj@1.1.2","Apache-2.0","https://github.com/SheetJS/printj"
"prismjs@1.17.1","MIT","https://github.com/LeaVerou/prism"
"process-nextick-args@2.0.0","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"process-nextick-args@2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"process@0.11.10","MIT","https://github.com/shtylman/node-process"
"promise-inflight@1.0.1","ISC","https://github.com/iarna/promise-inflight"
"promise@7.3.1","MIT","https://github.com/then/promise"
"prop-types-exact@1.2.0","MIT","https://github.com/airbnb/prop-types-exact"
"prop-types@15.7.2","MIT","https://github.com/facebook/prop-types"
"property-information@5.3.0","MIT","https://github.com/wooorm/property-information"
"protobufjs@6.10.2","BSD-3-Clause","https://github.com/protobufjs/protobuf.js"
"proxy-addr@2.0.5","MIT","https://github.com/jshttp/proxy-addr"
"prr@1.0.1","MIT","https://github.com/rvagg/prr"
"psl@1.4.0","MIT","https://github.com/lupomontero/psl"
"public-encrypt@4.0.3","MIT","https://github.com/crypto-browserify/publicEncrypt"
"pump@1.0.3","MIT","https://github.com/mafintosh/pump"
"pump@2.0.1","MIT","https://github.com/mafintosh/pump"
"pump@3.0.0","MIT","https://github.com/mafintosh/pump"
"pumpify@1.5.1","MIT","https://github.com/mafintosh/pumpify"
"pumpify@2.0.1","MIT","https://github.com/mafintosh/pumpify"
"punycode@1.3.2","MIT","https://github.com/bestiejs/punycode.js"
"punycode@1.4.1","MIT","https://github.com/bestiejs/punycode.js"
"punycode@2.1.1","MIT","https://github.com/bestiejs/punycode.js"
"pure-color@1.3.0","MIT","https://github.com/WickyNilliams/pure-color"
"q@1.5.1","MIT","https://github.com/kriskowal/q"
"qs@6.5.2","BSD-3-Clause","https://github.com/ljharb/qs"
"qs@6.7.0","BSD-3-Clause","https://github.com/ljharb/qs"
"query-string@4.3.4","MIT","https://github.com/sindresorhus/query-string"
"query-string@5.1.1","MIT","https://github.com/sindresorhus/query-string"
"querystring-es3@0.2.1","MIT","https://github.com/mike-spainhower/querystring"
"querystring@0.2.0","MIT","https://github.com/Gozala/querystring"
"querystringify@2.1.1","MIT","https://github.com/unshiftio/querystringify"
"quick-lru@1.1.0","MIT","https://github.com/sindresorhus/quick-lru"
"quick-lru@4.0.1","MIT","https://github.com/sindresorhus/quick-lru"
"raf-schd@4.0.2","MIT","https://github.com/alexreardon/raf-schd"
"raf@3.4.1","MIT","https://github.com/chrisdickinson/raf"
"ramda@0.25.0","MIT","https://github.com/ramda/ramda"
"ramda@0.27.1","MIT","https://github.com/ramda/ramda"
"random-seed@0.3.0","MIT","https://github.com/skratchdot/random-seed"
"randombytes@2.1.0","MIT","https://github.com/crypto-browserify/randombytes"
"randomfill@1.0.4","MIT","https://github.com/crypto-browserify/randomfill"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@2.4.0","MIT","https://github.com/stream-utils/raw-body"
"rc@1.2.8","(BSD-2-Clause OR MIT OR Apache-2.0)","https://github.com/dominictarr/rc"
"react-ace@6.6.0","MIT","https://github.com/securingsincity/react-ace"
"react-apollo@2.5.8","MIT","https://github.com/apollographql/react-apollo"
"react-async-script@1.1.1","MIT","https://github.com/dozoisch/react-async-script"
"react-autosize-textarea@7.0.0","MIT","https://github.com/buildo/react-autosize-textarea"
"react-awesome-query-builder@2.1.9","MIT","https://github.com/ukrbublik/react-awesome-query-builder"
"react-base16-styling@0.6.0","MIT","https://github.com/alexkuz/react-base16-styling"
"react-beautiful-dnd-next@11.0.5","Apache-2.0","https://github.com/atlassian/react-beautiful-dnd"
"react-chartjs-2@2.11.2","MIT","https://github.com/reactchartjs/react-chartjs-2"
"react-color@2.18.0","MIT","https://github.com/casesandberg/react-color"
"react-dates@21.5.1","MIT","https://github.com/airbnb/react-dates"
"react-debounce-input@3.2.2","MIT","https://github.com/nkbt/react-debounce-input"
"react-dnd-cjs@9.5.1","MIT",""
"react-dnd-html5-backend-cjs@9.5.1","MIT",""
"react-dnd@14.0.2","MIT","https://github.com/react-dnd/react-dnd"
"react-document-title@2.0.3","MIT","https://github.com/gaearon/react-document-title"
"react-dom@16.8.6","MIT","https://github.com/facebook/react"
"react-draggable@4.4.3","MIT","https://github.com/mzabriskie/react-draggable"
"react-fast-compare@3.2.0","MIT","https://github.com/FormidableLabs/react-fast-compare"
"react-flow-renderer@5.2.0","MIT","https://github.com/wbkd/react-flow"
"react-google-recaptcha@1.1.0","MIT","https://github.com/dozoisch/react-google-recaptcha"
"react-immutable-proptypes@2.2.0","MIT","https://github.com/HurricaneJames/react-immutable-proptypes"
"react-input-autosize@2.2.2","MIT","https://github.com/JedWatson/react-input-autosize"
"react-is@16.11.0","MIT","https://github.com/facebook/react"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-json-view@1.21.1","MIT","https://github.com/mac-s-g/react-json-view"
"react-layout-effect@1.0.5","MIT","https://github.com/alloc/react-layout-effect"
"react-lifecycles-compat@3.0.4","MIT","https://github.com/reactjs/react-lifecycles-compat"
"react-markdown@4.3.1","MIT","https://github.com/rexxars/react-markdown"
"react-moment-proptypes@1.7.0","MIT","https://github.com/CalebMorris/react-moment-proptypes"
"react-motion@0.5.2","MIT","https://github.com/chenglou/react-motion"
"react-outside-click-handler@1.3.0","MIT","https://github.com/airbnb/react-outside-click-handler"
"react-popper@1.3.4","MIT","https://github.com/souporserious/react-popper"
"react-popper@2.2.5","MIT","https://github.com/popperjs/react-popper"
"react-portal@4.2.0","MIT","https://github.com/tajo/react-portal"
"react-redux@5.1.2","MIT","https://github.com/reduxjs/react-redux"
"react-redux@7.2.0","MIT","https://github.com/reduxjs/react-redux"
"react-redux@7.2.4","MIT","https://github.com/reduxjs/react-redux"
"react-required-if@1.0.3","MIT",""
"react-router@3.2.5","MIT","https://github.com/ReactTraining/react-router"
"react-s-alert@1.4.1","MIT","https://github.com/juliancwirko/react-s-alert"
"react-scrollbar@0.5.6","MIT","https://github.com/souhe/reactScrollbar"
"react-select@1.3.0","MIT","https://github.com/JedWatson/react-select"
"react-side-effect@1.2.0","MIT","https://github.com/gaearon/react-side-effect"
"react-slick@0.26.1","MIT","https://github.com/akiran/react-slick"
"react-split-pane@0.1.87","MIT","https://github.com/tomkp/react-split-pane"
"react-spring@9.0.0-rc.3","MIT",""
"react-style-proptype@3.2.2","MIT","https://github.com/brigand/react-style-proptype"
"react-syntax-highlighter@8.1.0","MIT","https://github.com/conorhastings/react-syntax-highlighter"
"react-table-v6@6.8.6","MIT","https://github.com/react-tools/react-table"
"react-textarea-autosize@6.1.0","MIT","https://github.com/andreypopp/react-textarea-autosize"
"react-textarea-autosize@7.1.2","MIT","https://github.com/andreypopp/react-textarea-autosize"
"react-transition-group@2.9.0","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react-virtualized-auto-sizer@1.0.2","MIT","https://github.com/bvaughn/react-virtualized-auto-sizer"
"react-window-infinite-loader@1.0.5","MIT","https://github.com/bvaughn/react-window-infinite-loader"
"react-with-direction@1.3.1","MIT","https://github.com/airbnb/react-with-direction"
"react-with-styles-interface-css@6.0.0","MIT","airbnb/react-with-styles-interface-css/tree/master/packages/interface"
"react-with-styles@4.1.0","MIT","https://github.com/airbnb/react-with-styles"
"react@16.8.6","MIT","https://github.com/facebook/react"
"reactcss@1.2.3","MIT","https://github.com/casesandberg/reactcss"
"read-pkg-up@1.0.1","MIT","https://github.com/sindresorhus/read-pkg-up"
"read-pkg-up@3.0.0","MIT","https://github.com/sindresorhus/read-pkg-up"
"read-pkg-up@7.0.1","MIT","https://github.com/sindresorhus/read-pkg-up"
"read-pkg@1.1.0","MIT","https://github.com/sindresorhus/read-pkg"
"read-pkg@3.0.0","MIT","https://github.com/sindresorhus/read-pkg"
"read-pkg@5.2.0","MIT","https://github.com/sindresorhus/read-pkg"
"readable-stream@2.3.6","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.3.0","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.4.0","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.5.0","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.6.0","MIT","https://github.com/nodejs/readable-stream"
"readdirp@2.2.1","MIT","https://github.com/paulmillr/readdirp"
"readdirp@3.5.0","MIT","https://github.com/paulmillr/readdirp"
"rechoir@0.6.2","MIT","https://github.com/tkellen/node-rechoir"
"recompose@0.30.0","MIT","https://github.com/acdlite/recompose"
"redent@1.0.0","MIT","https://github.com/sindresorhus/redent"
"redent@2.0.0","MIT","https://github.com/sindresorhus/redent"
"redent@3.0.0","MIT","https://github.com/sindresorhus/redent"
"redux-thunk@2.3.0","MIT","https://github.com/reduxjs/redux-thunk"
"redux@3.7.2","MIT","https://github.com/reactjs/redux"
"redux@4.0.4","MIT","https://github.com/reduxjs/redux"
"redux@4.0.5","MIT","https://github.com/reduxjs/redux"
"redux@4.1.0","MIT","https://github.com/reduxjs/redux"
"reflect.ownkeys@0.2.0","MIT","https://github.com/glenjamin/Reflect.ownKeys"
"refractor@2.10.0","MIT","https://github.com/wooorm/refractor"
"regenerator-runtime@0.11.1","MIT","https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime"
"regenerator-runtime@0.13.7","MIT","https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime"
"regex-not@1.0.2","MIT","https://github.com/jonschlinkert/regex-not"
"regexp-clone@1.0.0","MIT","https://github.com/aheckmann/regexp-clone"
"relateurl@0.2.7","MIT","https://github.com/stevenvachon/relateurl"
"remark-parse@5.0.0","MIT","https://github.com/remarkjs/remark/tree/master/packages/remark-parse"
"remove-accents@0.4.2","MIT","https://github.com/tyxla/remove-accents"
"remove-trailing-separator@1.1.0","ISC","https://github.com/darsain/remove-trailing-separator"
"renderkid@2.0.3","MIT","https://github.com/AriaMinaei/RenderKid"
"repeat-element@1.1.3","MIT","https://github.com/jonschlinkert/repeat-element"
"repeat-string@1.6.1","MIT","https://github.com/jonschlinkert/repeat-string"
"repeating@2.0.1","MIT","https://github.com/sindresorhus/repeating"
"replace-ext@1.0.0","MIT","https://github.com/gulpjs/replace-ext"
"request@2.88.0","Apache-2.0","https://github.com/request/request"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"require-main-filename@2.0.0","ISC","https://github.com/yargs/require-main-filename"
